Question_Id,Question_Topic,Question_Content,Passage_Id,Passage_Content,Score
24_3,Smoking cessation,Does its cause cancer ?,MARCO_2583480,"Lung Cancer Causes and Effects. How common lung cancer is Lung cancer is the second most common cancer in the United Kingdom (excluding non melanoma skin cancer).Around 41,400 people are diagnosed in the UK each year.Smoking and lung cancer In most people, lung cancer is related to cigarette smoking.oes Smoking Cause Lung Cancer. die from lung cancer and other smoking related diseases than they die from aids, drug abuse, car accidents and homicide, combined. Cigarette smoking is a danger to our life and health.",2
24_3,Smoking cessation,Does its cause cancer ?,MARCO_2583485,"Does Smoking Cause Lung Cancer. die from lung cancer and other smoking related diseases than they die from aids, drug abuse, car accidents and homicide, combined. Cigarette smoking is a danger to our life and health.It is the leading known cause of lung cancer.oes Smoking Cause Lung Cancer. die from lung cancer and other smoking related diseases than they die from aids, drug abuse, car accidents and homicide, combined. Cigarette smoking is a danger to our life and health.",2
24_3,Smoking cessation,Does its cause cancer ?,MARCO_5010508,smoking and lung cancer by far the biggest cause of lung cancer is smoking although some people who have never smoked get lung cancer smoking causes more than 8 out of 10 cases 86 % the more cigarettes you smoke the more likely you are to get lung cancerbut the length of time you have been a smoker is also importantigarette smoking is the main cause of lung cancer but pipe and cigar smokers are still much more likely to get lung cancer than non smokers passive smoking breathing in other people s cigarette smoke increases the risk of lung cancer but it is still much less than if you smoke yourself,2
24_3,Smoking cessation,Does its cause cancer ?,MARCO_5010513,cigarette smoking is the main cause of lung cancer but pipe and cigar smokers are still much more likely to get lung cancer than non smokers passive smoking breathing in other people s cigarette smoke increases the risk of lung cancer but it is still much less than if you smoke yourselfigarette smoking is the main cause of lung cancer but pipe and cigar smokers are still much more likely to get lung cancer than non smokers passive smoking breathing in other people s cigarette smoke increases the risk of lung cancer but it is still much less than if you smoke yourself,2
24_3,Smoking cessation,Does its cause cancer ?,MARCO_1543339,Can smoking affect my vision? Do cigarettes cause cancer? Do light cigarettes cause cancer? Do menthol cigarettes cause cancer? Can smoking cigars and pipes cause cancer? Infographic text-only version. Is smoking a risk factor for autoimmune diseases? The immune system is the bodyâs way of protecting itself from infection and disease.,0
24_3,Smoking cessation,Does its cause cancer ?,MARCO_6533440,"Cigarette smoking is the main cause of lung cancer. But pipe and cigar smokers are still much more likely to get lung cancer than non smokers. Passive smoking (breathing in other people's cigarette smoke) increases the risk of lung cancer, but it is still much less than if you smoke yourself.lthough some people who have never smoked get lung cancer, smoking causes more than 8 out of 10 cases (86%). The more cigarettes you smoke, the more likely you are to get lung cancer. But the length of time you have been a smoker is also important. Starting smoking at a young age also greatly increases the risk.",2
24_3,Smoking cessation,Does its cause cancer ?,MARCO_879643,"You can help lower your risk of lung cancer in the following waysâ. 1  Donât smoke. 2  Cigarette smoking causes about 90% of lung cancer deaths in the United States. 3  The most important thing you can do to prevent lung cancer is to not start smoking, or to quit if you smoke. Donât smoke. 2  Cigarette smoking causes about 90% of lung cancer deaths in the United States. 3  The most important thing you can do to prevent lung cancer is to not start smoking, or to quit if you smoke. 4  Avoid secondhand smoke. 5  Smoke from other peopleâs cigarettes, cigars, or pipes is called secondhand smoke.",2
24_3,Smoking cessation,Does its cause cancer ?,MARCO_2583483,"Cigarette smoking is the main cause of lung cancer. But pipe and cigar smokers are still much more likely to get lung cancer than non smokers. They are also much more likely to get cancer of the mouth or lip. In the past, lung cancer has been more common in men than women.y far the biggest cause of lung cancer is smoking. Although some people who have never smoked get lung cancer, smoking causes more than 8 out of 10 cases (86%). The more cigarettes you smoke, the more likely you are to get lung cancer. But the length of time you have been a smoker is also important.",2
24_4,Smoking cessation,What makes its so addictive ?,MARCO_5490474,"TRUTH #3: Just like smoking herbal or ânaturalâ cigarettes, herbal shisha exposes the smoker to tar and carcinogens. MYTH #4: Smoking a hookah is not as addictive as smoking a cigarette because there is no nicotine. TRUTH #4: Just like regular tobacco, shisha contains nicotine.In fact, in a 60-minute Hookah session, smokers are exposed to 100 to 200 times the volume of smoke inhaled from a single cigarette.RUTH #3: Just like smoking herbal or ânaturalâ cigarettes, herbal shisha exposes the smoker to tar and carcinogens. MYTH #4: Smoking a hookah is not as addictive as smoking a cigarette because there is no nicotine. TRUTH #4: Just like regular tobacco, shisha contains nicotine.",1
24_4,Smoking cessation,What makes its so addictive ?,MARCO_7196633,"Smoking cigarettes is harmful to health, but marijuana can cause lot of psychological health problems. In some respects, marijuana smoking may not be that harmful as compared to cigarette smoking, but nevertheless both are not advisable to be used if one wanted to keep good health.Smoking weed and cigarettes both are harmful to health.Of course, differences of opinion are there with regard to the degree of ill-effects of marijuana on health as compared to cigarette smoking Pot smokers always justified their smoking marijuana and feel that it is âharmlessâ. One opinion held is that marijuana is less addictive as compared to cigarettes. 2  Also it causes less harm to health. 3  It is also felt that cigarettes contain more harmful chemicals as compared to marijuana.",0
24_4,Smoking cessation,What makes its so addictive ?,MARCO_8449161,"Hookah Smoking Compared With Cigarette Smoking. 1  While many hookah smokers may think this practice is less harmful than smoking cigarettes, hookah smoking has many of the same health risks as cigarette smoking. 2  1,2. 3  Water pipe smoking delivers nicotineâthe same highly addictive drug found in other tobacco products.verview. 1  Hookahs are water pipes that are used to smoke specially made tobacco that comes in different flavors, such as apple, mint, cherry, chocolate, coconut, licorice, cappuccino, and watermelon. 2  1,2. 3  Although many users think it is less harmful, hookah smoking has many of the same health risks as cigarette smoking.",0
24_4,Smoking cessation,What makes its so addictive ?,MARCO_408852,"MYTH #5: Shisha tobacco contains fruit, so it is healthier than regular tobacco. TRUTH #5: Tobacco is tobacco, no matter what. Shisha is often soaked in molasses or honey and mixed with fruit, but it still contains cancer-causing chemicals and nicotine.MYTH #6: Smoking hookahs are healthier than smoking cigarettes. TRUTH #6: Hookah smoke is just as dangerous as cigarette smoke.RUTH #3: Just like smoking herbal or ânaturalâ cigarettes, herbal shisha exposes the smoker to tar and carcinogens. MYTH #4: Smoking a hookah is not as addictive as smoking a cigarette because there is no nicotine. TRUTH #4: Just like regular tobacco, shisha contains nicotine.",0
24_4,Smoking cessation,What makes its so addictive ?,MARCO_6076917,Smoking pot wont lead to smoking cigarettes. While smoking pot could potentially increase the addictive properties it is not a gate way drug. You donât start smoking because you smoke weed.A gateway drug is a drug that leads you to seek a further thrill or deeper high. Furthermore the study is a scare tactic.moking pot wont lead to smoking cigarettes. While smoking pot could potentially increase the addictive properties it is not a gate way drug. You donât start smoking because you smoke weed.,0
24_4,Smoking cessation,What makes its so addictive ?,MARCO_1565930,"People who use the nicotine patch are nearly twice as likely to quit and stay stopped. When using the patch you absorb less nicotine at a much slower rate than when smoking. This makes it less addictive and easier to stop using than cigarettes.After putting on the patch, the level of nicotine in your blood slowly rises over a few hours. If you take off a patch and immediately put on a new patch, your nicotine level will remain raised.Over a day, patch users typically absorb up to two-thirds the dose of nicotine that they would get from smoking a pack of cigarettes a day.his makes it less addictive and easier to stop using than cigarettes. After putting on the patch, the level of nicotine in your blood slowly rises over a few hours. If you take off a patch and immediately put on a new patch, your nicotine level will remain raised.",1
24_4,Smoking cessation,What makes its so addictive ?,MARCO_5139960,"Electronic cigarettes are devices that look similar to a cigarette  (hence the name) and have flavored cartridges that usually contain  nicotine; nicotine is the ingredient â¦ in cigarettes that makes them  addictive. More and more people are becoming aware of the harmful effects of cigarette smoking. 2  But because it is such a hard habit to break, many smokers choose to find alternatives raâ¦. 3  COPD and Smokers: Real Cigarettes versus Electronic Cigarettes Cigarette smoking is one of the primary causes of COPD.",2
24_4,Smoking cessation,What makes its so addictive ?,MARCO_8449162,"Both hookah and cigarette smokers are exposed to: 1  Nicotine: The addictive chemical in tobacco products. 2  Research suggests that hookah smoke delivers equal or greater amounts of nicotine compared to cigarettes, meaning hookah smoking has the potential to be addictive. Research suggests that hookah smoke delivers equal or greater amounts of nicotine compared to cigarettes, meaning hookah smoking has the potential to be addictive. 2  Tar: The brown, sticky material that leads to cancer, emphysema, and other health problems in smokers, as well as causes stains on teeth and fingers.",1
24_4,Smoking cessation,What makes its so addictive ?,MARCO_556118,"Overview. 1  Hookahs are water pipes that are used to smoke specially made tobacco that comes in different flavors, such as apple, mint, cherry, chocolate, coconut, licorice, cappuccino, and watermelon. 2  1,2. 3  Although many users think it is less harmful, hookah smoking has many of the same health risks as cigarette smoking. While many hookah smokers may think this practice is less harmful than smoking cigarettes, hookah smoking has many of the same health risks as cigarette smoking. 2  1,2. 3  Water pipe smoking delivers nicotineâthe same highly addictive drug found in other tobacco products.",0
24_4,Smoking cessation,What makes its so addictive ?,MARCO_1524892,"Similar to cigarettes, hookah smoking delivers the addictive drug nicotine and it is at least as toxic as cigarette smoking. While many hookah smokers may consider this practice less harmful than smoking cigarettes, hookah smoking carries many of the same health risks as cigarettes.",0
24_4,Smoking cessation,What makes its so addictive ?,MARCO_2301624,MORE: cigarette smoking difference between vape and smoke e-cigarettes effects of smoke effects of vape healthy lifestyle is smoking more addictive than vape is vape worse than smoke is vaping worse than smoking Living smoking vape vape vs smoke vape-pens vaping vaping vs smoking what-is-vaping,0
24_4,Smoking cessation,What makes its so addictive ?,MARCO_7435921,"Compared to other substances, marijuana is not very addicting. It is estimated that 32% of tobacco users will become addicted, 23% of heroin users, 17% of cocaine users, and 15% of alcohol users.Cocaine and heroin are more physically harmful and nicotine is much more addictive.It is much harder to quit smoking cigarettes than it is to quit smoking pot.Recreational users of the past are often compared to todays smokers. The smokers, the times and the pot are all different.ocaine and heroin are more physically harmful and nicotine is much more addictive. It is much harder to quit smoking cigarettes than it is to quit smoking pot. Recreational users of the past are often compared to todays smokers. The smokers, the times and the pot are all different.",0
24_4,Smoking cessation,What makes its so addictive ?,MARCO_452622,"Step 1. Outline the health risks of pot. Tell your child exactly what could happen to him if he continues smoking pot. While pot is not considered addictive, there are plenty of other risks. Let your child know that smoking a single joint is as bad for the lungs as four regular cigarettes, and lung cancer can develop.Take your child to visit the doctor and let your doctor illustrate the different health problems that smoking pot can cause.et your child know that smoking a single joint is as bad for the lungs as four regular cigarettes, and lung cancer can develop. Take your child to visit the doctor and let your doctor illustrate the different health problems that smoking pot can cause.",0
24_4,Smoking cessation,What makes its so addictive ?,MARCO_7196636,Thus both marijuana and smoking are injurious to health. Some claim that marijuana is not as bad for health as smoking cigarettes. Let us observe this viewpoint as well as what others claim that marijuana is equally bad as smoking. One opinion held is that marijuana is less addictive as compared to cigarettes. 2  Also it causes less harm to health. 3  It is also felt that cigarettes contain more harmful chemicals as compared to marijuana.,0
24_4,Smoking cessation,What makes its so addictive ?,MARCO_2042630,Smoking and tobacco basics. 1  e-cigarettes What do the experts say about electronic cigarettes. 2  Passive smoking Passive smoking means breathing other people's second-hand tobacco smoke. 3  Smoking - effects on your body Nicotine is the addictive drug in tobacco smoke that causes smokers to continue to smoke.,1
24_4,Smoking cessation,What makes its so addictive ?,MARCO_5964540,"Part of what makes cigarettes so addictive has nothing at all to do with drugs or addiction. The physical motions involved in smoking are as addictive as nicotine and when I quit smoking earlier this year, I chewed through a box of toothpicks every week.",2
24_5,Smoking cessation,Are there any alternatives to nicotine ?,MARCO_7699023,"Nicotine replacement therapy (NRT) works by substituting the source of nicotine to âreplaceâ the nicotine you inhale when you smoke. For people who are quitting smoking, NRTs can help by delivering a safer alternative source of nicotine than cigarettes. It delivers nicotine through the skin into your body. 2  Some brands of the nicotine patch are available over-the-counter, while others require a prescription from your doctor. 3  The nicotine patch is available in 16-hour and 24-hour doses, and is used for two to three months.",2
24_5,Smoking cessation,Are there any alternatives to nicotine ?,MARCO_8195924,"There have been many reports of side effects, both short and long term, by nicotine gum users. They range from the bizarre (crazy dreams) to the very scary (hair loss, stomach ulcers). Weâve collected some information on some of the reported side effects of chewing nicotine gum. Recommended: Cheaper and Healthier Alternative We have many readers who are looking to get a new alternative to nicotine gum.",0
24_5,Smoking cessation,Are there any alternatives to nicotine ?,MARCO_8030588,"Most e-cigarettes claim to contain nicotine, and some claim to also sell nicotine-free cartridges. They come in a variety of flavors, nicotine levels, and varieties, all claiming to be a less dangerous alternative to smoking cigarettes, and are flooding the market. Read our fact sheet on e-cigarette aerosol. Read our 4-page document Electronic Smoking Devices (ESDs) and Smokefree Laws. Read our fact sheet on Electronic or E-Cigarette and other Electronic Smoking Devices Policy Adoption: Trends 2009-2014 . Read our list of U.S. State and Local Laws Regulating Use of Electronic Cigarettes are NOT a safe alternative! Read our fact sheet on the number of e-cigarette related fires and explosions. Electronic or e-cigarettes are devices designed to mimic cigarettes.",0
24_5,Smoking cessation,Are there any alternatives to nicotine ?,MARCO_6208234,"NicoDerm is manufactured by ALZA Corporation, based in Mountain View, California. It is marketed by GlaxoSmithKline (GSK), Aventis and Pfizer. NicoDerm was approved by the FDA in 1991, as the first nicotine transdermal system.It was the second product to provide an alternative to the withdrawal symptoms of quitting smoking. Nicotine gums, such as Pfizer 's Nicotrol gum, were already available.hortly after NicoDerm's initial release, the company added Clear NicoDerm, since some users had complained about the patch's inability to match a wide variety of skin colors. NicoDerm has become the most popular topical nicotine alternative.",2
24_5,Smoking cessation,Are there any alternatives to nicotine ?,MARCO_4944758,"The nicotine was what we believed we enjoyed most, so as an alternative, electronic cigarettes were created to vaporize a nicotine liquid. That being said, we have our fourth ingredient, nicotine. E-Liquid Ingredients: Propylene Glycol, Vegetable Glycerin, Flavoring and Nicotine.",0
24_5,Smoking cessation,Are there any alternatives to nicotine ?,MARCO_3462628,JUUL is a stylish new alternative cigarette that provides twice the amount of nicotine and thrice the amount of vapor compared to other e-cigarettes. JUUL is a stylish new alternative cigarette that provides twice the amount of nicotine and thrice the amount of vapor compared to other e-cigarettes.,0
24_5,Smoking cessation,Are there any alternatives to nicotine ?,MARCO_2795332,Alternative Nicotine Products e Cigarettes. Alternative Nicotine Products | Electronic Cigarettes. Tobacco and its use have been regulated for decades. Reports of the negative public and personal health effects of traditional forms of tobacco use have increased consumer awareness.,0
24_5,Smoking cessation,Are there any alternatives to nicotine ?,MARCO_6208239,"Shortly after NicoDerm's initial release, the company added Clear NicoDerm, since some users had complained about the patch's inability to match a wide variety of skin colors. NicoDerm has become the most popular topical nicotine alternative.hortly after NicoDerm's initial release, the company added Clear NicoDerm, since some users had complained about the patch's inability to match a wide variety of skin colors. NicoDerm has become the most popular topical nicotine alternative.",1
24_6,Smoking cessation,How effective are the patches ?,MARCO_1565930,"People who use the nicotine patch are nearly twice as likely to quit and stay stopped. When using the patch you absorb less nicotine at a much slower rate than when smoking. This makes it less addictive and easier to stop using than cigarettes.After putting on the patch, the level of nicotine in your blood slowly rises over a few hours. If you take off a patch and immediately put on a new patch, your nicotine level will remain raised.Over a day, patch users typically absorb up to two-thirds the dose of nicotine that they would get from smoking a pack of cigarettes a day.his makes it less addictive and easier to stop using than cigarettes. After putting on the patch, the level of nicotine in your blood slowly rises over a few hours. If you take off a patch and immediately put on a new patch, your nicotine level will remain raised.",2
24_6,Smoking cessation,How effective are the patches ?,MARCO_1246515,"Types of NRT include the adhesive patch, chewing gum, lozenges, nose spray, and inhaler. The use of more than one type of NRT at a time may increase effectiveness. Common side effects depend on the formulation of nicotine. Common side effects with the gum include nausea, hiccups, and irritation of the mouth.",0
24_6,Smoking cessation,How effective are the patches ?,MARCO_4362576,"In its 2008 guidelines, the U.S. Public Health Service called for more research into the effectiveness of longer-term nicotine replacement therapy. Lerman and her colleagues are now conducting another study in which quitting smokers will wear the patch for an entire year. Health.com: 97 Reasons to quit smoking",0
24_6,Smoking cessation,How effective are the patches ?,MARCO_54575,"1 For the first four weeks, you wear a nicotine patch that delivers a strong dose of nicotine, about 21 milligrams (mg) per day. 2  For weeks five and six, you switch to a moderate-dosage patch, about 14 mg per day. 3  After that, you move to a low-dosage patch that delivers 7 mg of nicotine per day.he nicotine patch is available at a wide variety of stores and has an average cost per day of $4. There are two types of nicotine patches: 1  16-hour patches are for light-to-average smokers. 2  They are less likely to cause side effects, but donât help with morning cigarette cravings.",0
24_6,Smoking cessation,How effective are the patches ?,MARCO_5208982,"Nicotine patches allow nicotine to be absorbed through the skin. level of nicotine throughout the day. to reduce craving and nicotine withdrawal. It is very important that you quit using tobacco before you begin to use a nicotine patch. Do not. use tobacco as long as you are using the patch. If you do use tobacco during this time, you could. overdose on nicotine. We believe nicotine patches work best when used with a program that teaches you to change.",1
24_6,Smoking cessation,How effective are the patches ?,MARCO_54577,"Do not smoke while you're using a patch, as that can overload your system with nicotine and cause nicotine poisoning, which includes many of the side effects noted above. Used correctly, the nicotine patch can be an important part of a successful plan to quit smoking. 1  Basics. 2  Psychological Approaches.3  Management.he nicotine patch is available at a wide variety of stores and has an average cost per day of $4. There are two types of nicotine patches: 1  16-hour patches are for light-to-average smokers. 2  They are less likely to cause side effects, but donât help with morning cigarette cravings.",0
24_6,Smoking cessation,How effective are the patches ?,MARCO_15065,"There are two types of nicotine patches: 1  16-hour patches are for light-to-average smokers. 2  24-hour patches provide a more constant dose of nicotine to help you resist cigarette smoking throughout the day and night, but the chance of side effects is higher.he nicotine patch is available at a wide variety of stores and has an average cost per day of $4. There are two types of nicotine patches: 1  16-hour patches are for light-to-average smokers. 2  They are less likely to cause side effects, but donât help with morning cigarette cravings.",0
24_6,Smoking cessation,How effective are the patches ?,MARCO_7924770,"What is the NicoDermÂ® CQÂ® Patch and How is it Used? NicoDermÂ® CQÂ® is a small, nicotine-containing patch. When you put on a NicoDermÂ® CQÂ® patch, nicotine passes through the skin and into your body. NicoDermÂ® CQÂ® is very thin and uses special material to control how fast nicotine passes through the skin. Unlike the sudden jolts of nicotine delivered by cigarettes, the amount of nicotine you receive remains relatively smooth throughout the 24 or 16 hours period you wear the NicoDermÂ® CQÂ® patch. This helps to reduce the cravings you may have for nicotine.",0
24_6,Smoking cessation,How effective are the patches ?,MARCO_1565936,"Addiction to nicotine in tobacco is the main reason why people continue to smoke. The patch works by replacing some of the nicotine you would normally inhale from cigarettes. You wear the patch on your skin, where it slowly releases nicotine, which is absorbed into your body through your skin.Using the patch can help to reduce withdrawal symptoms when you quit, such as cravings, irritability and difficulty concentrating.ou may still have cravings while using the patch because: 1  You may not be using it properly. 2  Read using the patch and the product information to avoid common problems. 3  You may not be getting enough nicotine from the patch.",0
24_6,Smoking cessation,How effective are the patches ?,MARCO_15060,"If you smoke less than 10 cigarettes a day, you should start on Step 2 with a 14mg patch. Use that for six weeks, before moving to Step 3 with a 7mg patch for two weeks. If you need to use NiQuitin (nicotine) Patches for longer than 9 months (3 months for 12-17 year olds) seek advice from a healthcare professional.Wait at least half an hour after your last cigarette before applying the NiQuitin (nicotine) Patch.f you need to use NiQuitin (nicotine) Patches for longer than 9 months (3 months for 12-17 year olds) seek advice from a healthcare professional. Wait at least half an hour after your last cigarette before applying the NiQuitin (nicotine) Patch.",0
24_7,Smoking cessation,Tell I about the cold turkey method .,MARCO_7312075,"Decide which method you would want to use, like quitting cold turkey, or slowing/reducing your use. Quitting cold turkey means that you completely stop smoking without looking back. Reducing your use means smoking less and less until you've stopped.If you pick reducing your means, be specific about when and by how much you will reduce your use.uitting cold turkey means that you completely stop smoking without looking back. Reducing your use means smoking less and less until you've stopped. If you pick reducing your means, be specific about when and by how much you will reduce your use.",1
24_7,Smoking cessation,Tell I about the cold turkey method .,MARCO_8073638,"See also: cold, turkey. cold Ëturkey the unpleasant state that drug addicts experience when they suddenly stop taking a drug, or a way of treating addicts that makes them experience this state: The worst time was when he was going cold turkey. â¢ I quit smoking cold turkey (= I stopped suddenly and completely). See also: cold, turkey. cold turkey. mod.",0
24_7,Smoking cessation,Tell I about the cold turkey method .,MARCO_5721845,"Tips to quit smoking during pregnancy. Quitting smoking isn't easy for anyone, but these tips will help you from lighting up. 1. Cold Turkey: If you are pregnant, the best bet might be to quit cold turkey, but it can be really tough, and resisting the urge to smoke will be challenging.omen who smoke should stop smoking if they plan to become pregnant, or at the very least should stop smoking as soon as they find out they are pregnant, Andersen said. Women should also not start smoking again once they have delivered.",0
24_7,Smoking cessation,Tell I about the cold turkey method .,MARCO_3210996,"Do not rely upon this recovery timetable as it relates to any behavioral change or symptom if using any quit smoking product. Regardless of quitting method, if you or a family member become concerned about any symptom, or any change in thinking, mood or behavior, contact your physician or pharmacist IMMEDIATELY!earn More About Stopping Smoking. 1  WhyQuit.com-WhyQuit is the Internet's oldest forum devoted to the art, science and psychology of cold turkey quitting, the stop smoking method used by the vast majority of all successful long-term ex-smokers.",0
24_7,Smoking cessation,Tell I about the cold turkey method .,MARCO_3531467,"In a way, going cold turkey is the most popular way to quit smoking. Most smokers try this strategystopping all at once without the help of medication, nicotine replacement methods, or any formal therapyon their first attempt to give up cigarettes.n a way, going cold turkey is the most popular way to quit smoking. Most smokers try this strategystopping all at once without the help of medication, nicotine replacement methods, or any formal therapyon their first attempt to give up cigarettes.",0
24_7,Smoking cessation,Tell I about the cold turkey method .,MARCO_452625,"1 If your son or daughter has been smoking for a long period of time, it is unlikely that he or she will be able to stop without effort. 2  Expect a negative response but do not be surprised if your teen wants to quit but doesn't know how. 3  Be careful with the 'smoke the whole box'-method.4  It's effective.. If you caught your child smoking a substance other than tobacco, adjust the above information to fit your needs. 2  Make sure you show understanding and help them ease off. 3  It's a little difficult to just go cold turkey when you quit smoking.",0
24_7,Smoking cessation,Tell I about the cold turkey method .,MARCO_482241,"In other words, unlike quit smoking drugs, or patches or nicotine gum, there aren't any negative effects from the method of quitting. However, when you stop smoking cold turkey, you're much more likely to experience significant nicotine withdrawal symptoms.",0
24_7,Smoking cessation,Tell I about the cold turkey method .,MARCO_7312076,"That's great! There are different ways to quit smoking. Some work better than others. The best plan is the one you can stick with. Consider which of these would work for you: 1. Cold turkey (no outside help).About 90% of people who try to quit smoking do it without outside support -- no aids, therapy, or medicine.Although most people try to quit this way, it's not the most effective and successful method.nly between 4% to 7% are able to quit by going cold turkey alone. 2. Behavioral therapy. You'll work with a counselor to find ways not to smoke. Together, you'll find your triggers (such as emotions or situations that make you want to smoke) and make a plan to get through cravings. 3.",0
24_7,Smoking cessation,Tell I about the cold turkey method .,MARCO_8073634,"When heroin addicts go cold turkey, they get terribly sick. See also: cold, turkey. go cold turkey INFORMAL. 1. If someone goes cold turkey, they suddenly stop taking drugs that they depend on. You can't just go cold turkey, because that's not how you successfully deal with addiction. Note: People use cold turkey to describe the experience of doing this. His book describes the 30-day cold turkey of a heroin addict. 2. If someone goes cold turkey, they suddenly stop having or doing something that they are used to. Unless you go cold turkey and leave your mobile phone at home, you will have no peace during your vacation. Note: People use cold turkey to describe the experience of doing this.",0
24_7,Smoking cessation,Tell I about the cold turkey method .,MARCO_5721836,Fact: Continuing to smoke during pregnancy harms your baby. Quitting smoking does not put extra stress on your baby. Quitting smoking is one of the best things that you can do for your health and your babyâs health during development in the womb and after it is born.yth #8: The only way to quit smoking is cold turkey. Fact: There are other ways to quit smoking besides cold turkey. Pregnant women do have options to boost their chances of becoming and staying smokefree.,0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_3195780,"Nicotine is out of your body 72 hours after you quit smoking. Nicotine withdrawal symptoms usually reach their peak 2 to 3 days after you quit, and are gone within 1 to 3 months.(1) It takes at least 3 months for your brain chemistry to return to normal after you quit smoking.(2) The last two symptoms to go usually are irritability and low energy.icotine withdrawal symptoms usually reach their peak 2 to 3 days after you quit, and are gone within 1 to 3 months.(1) It takes at least 3 months for your brain chemistry to return to normal after you quit smoking.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_3428010,"1 Smoking withdrawal symptoms peak 48 hours after quitting, and it may take up to six monthsâ¦. 2  The Main Symptoms of DT, or Delirium Tremens Delirium tremens, or DT, is the most severe form of alcohol withdrawal.3  This condition often occurs around 72 hours after the patient has last imbibed an alcoholic drink but â¦. Smoking withdrawal symptoms peak 48 hours after quitting, and it may take up to six monthsâ¦. 2  The Main Symptoms of DT, or Delirium Tremens Delirium tremens, or DT, is the most severe form of alcohol withdrawal. 3  This condition often occurs around 72 hours after the patient has last imbibed an alcoholic drink but â¦.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_3210995,"Nicotine Withdrawal Symptoms After You Stop Smoking. Nicotine is a very powerful drug! When smokers try to cut back or quit, the absence of nicotine leads to withdrawal. Withdrawal is both physical and psychological.Physically, the body is reacting to the absence of the drug nicotine.icotine Withdrawal Symptoms After You Stop Smoking. Nicotine is a very powerful drug! When smokers try to cut back or quit, the absence of nicotine leads to withdrawal. Withdrawal is both physical and psychological.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_6915473,"Withdrawal. Depressed man Photo Credit Digital Vision./Photodisc/Getty Images. When you first quit smoking you will experience withdrawal symptoms because your body is no longer receiving the amount of nicotine it was used to.Symptoms of withdrawal usually begin within hours of your last cigarette, peaking about two to three days later, and can continue for a few days or up to several weeks.ithdrawal. Depressed man Photo Credit Digital Vision./Photodisc/Getty Images. When you first quit smoking you will experience withdrawal symptoms because your body is no longer receiving the amount of nicotine it was used to.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_8446761,"Champix is a prescription-only medicine containing the active ingredient varenicline, which can help you to quit smoking. Champix is a medicine specifically designed to help you stop smoking.It works by reducing the cravings and withdrawal symptoms associated with stopping smoking, making the process easier.hampix (varenicline) works by mimicking the effects of nicotine on the brain thus reducing withdrawal symptoms and cravings. Champix stimulates nicotinic receptors in the brain, which relieves the craving and withdrawal symptoms you can get when you stop smoking.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_6915476,"These unpleasant -- some people might say intolerable -- symptoms of nicotine withdrawal usually hit a peak within the first three days of quitting, and last for about two weeks. So before you can stop smoking for good, you have to quit for the first two weeks.After that, it gets a little easier.hese unpleasant -- some people might say intolerable -- symptoms of nicotine withdrawal usually hit a peak within the first three days of quitting, and last for about two weeks. So before you can stop smoking for good, you have to quit for the first two weeks.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_2010836,"To avoid weight gain when you quit smoking, make diet and exercise part of your stop-smoking plan. It may help to: 1  Get moving. 2  Include physical activity in your daily routine. 3  Regular exercise not only burns calories but also helps relieve withdrawal symptoms and cravings.o avoid weight gain when you quit smoking, make diet and exercise part of your stop-smoking plan. It may help to: 1  Get moving. 2  Include physical activity in your daily routine. 3  Regular exercise not only burns calories but also helps relieve withdrawal symptoms and cravings.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_8446763,"How It Works. Varenicline is a pill you take that acts on sites in the brain affected by nicotine. Like nicotine medicines, varenicline helps with craving and withdrawal symptoms. But it also blocks the effects of nicotine from tobacco.If you start smoking again while taking varenicline, the medicine lowers the sense of satisfaction you get from smoking, improving the chances that you will quit.ike nicotine medicines, varenicline helps with craving and withdrawal symptoms. But it also blocks the effects of nicotine from tobacco. If you start smoking again while taking varenicline, the medicine lowers the sense of satisfaction you get from smoking, improving the chances that you will quit.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_4725813,"Symptoms of Withdrawal. After you quit smoking, you will have some withdrawal symptoms. Such symptoms generally peak in intensity 3 -5 days after you quit, and usually disappear after 2 weeks, although some may persist for several months. The symptoms of withdrawal include both physical and mental difficulties. Physical Symptoms.",0
24_8,Smoking cessation,Describe typical withdrawal symptoms .,MARCO_6022689,"Even for the heaviest smokers, withdrawal symptoms will go away no more than several months after quitting. The one-year mark is a big one. After a year without smoking, your risk for heart disease is lowered by 50 percent compared to when you were still smoking (CDC, 2004).Another way to look at it is that a smoker is more than twice as likely as you are to have any type of heart disease.ven for the heaviest smokers, withdrawal symptoms will go away no more than several months after quitting. The one-year mark is a big one. After a year without smoking, your risk for heart disease is lowered by 50 percent compared to when you were still smoking (CDC, 2004).",0
